customer_id,age,annual_income,tenure_months,days_since_last_purchase,transactions,total_spend,premium_amount,claims_count,complaints_count,renewals_count,policies_count,channel,region,product_type,clv,recency,frequency,monetary,average_order_value,claim_rate,complaint_rate,renewal_ratio,premium_efficiency,monetary_per_tenure,engagement_score,tenure_band,engagement_style
RID-000975,44.0,72857.49,21.5,23.4,4,853.42,507.64,0,0,3,6,partner,south,premium,3756.51,23.4,4,853.42,213.355,0.0,0.0,0.5,1.681151997478528,39.69395348837209,-0.2702738845538719,growing,assisted
RID-000108,49.0,70717.79,42.9,9.9,7,1000.75,754.57,0,1,4,7,agent,east,premium,4485.6,9.9,7,1000.75,142.96428571428572,0.0,0.14285714285714285,0.5714285714285714,1.3262520375843194,23.327505827505828,0.7334072429489613,mature,assisted
RID-001731,39.0,101607.92,45.4,27.4,6,65.86,50.53,0,0,4,7,agent,south,premium,3940.82,27.4,6,65.86,10.976666666666667,0.0,0.0,0.5714285714285714,1.303384128240649,1.4506607929515418,0.7634938655202537,mature,assisted
RID-001781,43.0,87244.89,48.6,7.6,6,1154.03,1015.09,1,0,5,8,branch,north,basic,4347.86,7.6,6,1154.03,192.33833333333334,0.125,0.0,0.625,1.1368745628466441,23.745473251028805,1.610065820703047,mature,in_person
RID-000839,45.0,57694.22,29.3,28.4,4,901.89,754.51,0,0,3,4,partner,south,premium,2543.52,28.4,4,901.89,225.4725,0.0,0.0,0.75,1.1953320698201482,30.781228668941978,0.9312169752508367,growing,assisted
RID-001245,47.0,88425.83,45.3,7.9,7,1521.35,1364.35,2,0,4,5,partner,north,enterprise,5372.32,7.9,7,1521.35,217.33571428571426,0.4,0.0,0.8,1.1150731117381905,33.583885209713024,2.9229639455303724,mature,assisted
RID-000694,51.0,55390.59,21.5,64.8,6,1095.25,958.34,0,1,2,5,partner,east,basic,2919.82,64.8,6,1095.25,182.54166666666666,0.0,0.16666666666666666,0.4,1.1428616148757225,50.94186046511628,-2.269294452034053,growing,assisted
RID-000586,45.0,90970.93,18.3,38.8,8,866.73,440.89,2,0,3,5,agent,south,premium,4021.85,38.8,8,866.73,108.34125,0.4,0.0,0.6,1.965864501349543,47.36229508196721,1.3582285334951798,growing,assisted
RID-001629,49.0,99222.64,59.5,30.0,4,492.72,294.48,0,0,5,8,online,north,premium,4118.12,30.0,4,492.72,123.18,0.0,0.0,0.625,1.6731866340668295,8.281008403361344,0.21474638226876153,mature,digital
RID-000979,54.0,58160.4,41.2,6.2,7,1834.29,1541.6,0,0,3,5,online,east,plus,4857.53,6.2,7,1834.29,262.0414285714286,0.0,0.0,0.6,1.1898611831863,44.52160194174757,1.8968522637638345,mature,digital
RID-001170,28.0,90093.13,30.8,106.8,6,1034.51,740.11,0,0,3,6,online,west,premium,4047.64,106.8,6,1034.51,172.41833333333332,0.0,0.0,0.5,1.3977787085703477,33.587987012987014,-1.8612281665670158,growing,digital
RID-000129,43.0,68804.8,11.6,64.5,8,1824.12,1059.96,0,0,1,4,online,south,basic,4020.95,64.5,8,1824.12,228.015,0.0,0.0,0.25,1.7209328653911466,157.25172413793103,-1.2468374099160147,new,digital
RID-001271,36.0,71746.05,34.7,106.9,3,574.23,298.94,1,0,2,4,branch,east,plus,3131.01,106.9,3,574.23,191.41,0.25,0.0,0.5,1.9208871345420486,16.548414985590778,-3.00864806490853,growing,in_person
RID-000454,25.0,64581.51,20.8,70.6,9,1599.83,1065.97,0,1,2,4,online,east,plus,3433.2,70.6,9,1599.83,177.7588888888889,0.0,0.1111111111111111,0.5,1.5008208486167527,76.91490384615383,-0.39919293534047384,growing,digital
RID-000428,29.0,62337.96,21.4,134.4,8,1382.94,742.98,0,1,0,2,online,west,basic,3431.57,134.4,8,1382.94,172.8675,0.0,0.125,0.0,1.8613421626423323,64.62336448598131,-5.354801361748542,growing,digital
RID-001684,25.0,58170.14,30.3,98.9,9,2021.39,1626.6,1,0,2,3,online,east,basic,4429.89,98.9,9,2021.39,224.5988888888889,0.3333333333333333,0.0,0.6666666666666666,1.2427087175703924,66.71254125412541,0.4014312030965539,growing,digital
RID-001059,25.0,96584.48,26.3,65.9,5,1134.39,788.1,1,0,2,3,agent,west,plus,4153.17,65.9,5,1134.39,226.87800000000001,0.3333333333333333,0.0,0.6666666666666666,1.4393985534830607,43.13269961977186,-0.19325214021048587,growing,assisted
RID-000866,51.0,93649.38,40.6,16.3,10,1082.1,707.47,0,1,5,8,branch,south,premium,5201.6,16.3,10,1082.1,108.21,0.0,0.1,0.625,1.5295348212645057,26.652709359605907,2.256734893942486,mature,in_person
RID-001387,49.0,71170.79,49.8,27.1,6,2031.39,1265.91,1,0,4,7,partner,east,enterprise,4926.85,27.1,6,2031.39,338.565,0.14285714285714285,0.0,0.5714285714285714,1.6046875370286986,40.790963855421694,0.7719615603797452,mature,assisted
RID-000941,51.0,119229.65,41.7,71.7,10,1657.35,1026.65,0,0,4,6,online,east,basic,5288.39,71.7,10,1657.35,165.73499999999999,0.0,0.0,0.6666666666666666,1.6143281546778354,39.744604316546756,1.550701314819924,mature,digital
RID-001232,50.0,68504.51,52.6,25.3,10,2325.76,1185.66,1,1,5,8,agent,west,enterprise,5233.73,25.3,10,2325.76,232.57600000000002,0.125,0.1,0.625,1.9615741443584165,44.21596958174905,2.002704048157733,mature,assisted
RID-001121,28.0,77940.36,34.2,31.2,6,483.18,334.59,1,1,5,8,online,west,premium,4301.27,31.2,6,483.18,80.53,0.125,0.16666666666666666,0.625,1.444095758988613,14.128070175438596,-0.11255543105436105,growing,digital
RID-000610,47.0,120974.2,31.3,47.5,10,1840.13,1562.89,0,1,4,7,online,east,basic,5949.8,47.5,10,1840.13,184.013,0.0,0.1,0.5714285714285714,1.1773893236248232,58.79009584664537,1.0883905340990057,growing,digital
RID-001404,35.0,72740.51,12.2,96.1,5,1081.58,951.72,0,0,1,3,branch,west,plus,2978.66,96.1,5,1081.58,216.31599999999997,0.0,0.0,0.3333333333333333,1.1364476947001219,88.65409836065574,-2.8358255660165295,growing,in_person
RID-001382,28.0,92137.19,5.3,36.5,8,1309.11,1037.46,3,0,0,3,branch,south,basic,3386.57,36.5,8,1309.11,163.63875,1.0,0.0,0.0,1.2618414203921113,247.0018867924528,-1.799138330493021,new,in_person
RID-001058,45.0,85093.09,24.5,85.3,14,2432.44,1251.91,2,0,1,3,agent,east,plus,5105.03,85.3,14,2432.44,173.74571428571429,0.6666666666666666,0.0,0.3333333333333333,1.942983121789905,99.28326530612244,0.9028034490902253,growing,assisted
RID-000708,38.0,71105.44,59.9,68.5,10,1108.01,899.01,1,0,4,5,online,west,enterprise,4372.59,68.5,10,1108.01,110.801,0.2,0.0,0.8,1.2324779479649837,18.497662771285476,2.357086917301386,mature,digital
RID-000917,43.0,61814.25,36.5,81.9,10,3129.64,1721.65,1,2,2,5,agent,west,premium,5702.33,81.9,10,3129.64,312.964,0.2,0.2,0.4,1.8178143060436207,85.74356164383562,-1.4371224657360941,mature,assisted
RID-000995,31.0,61738.26,37.2,31.7,8,564.65,498.99,3,0,4,6,online,north,basic,3100.64,31.7,8,564.65,70.58125,0.5,0.0,0.6666666666666666,1.1315858033227117,15.178763440860214,1.9166624071599259,mature,digital
RID-000406,46.0,87972.52,19.0,11.2,7,1517.77,908.13,0,0,2,5,agent,west,premium,4794.68,11.2,7,1517.77,216.8242857142857,0.0,0.0,0.4,1.6713135784524242,79.88263157894737,0.681628730135315,growing,assisted
RID-001392,51.0,74500.28,1.0,64.1,11,2627.5,1550.89,2,0,0,2,branch,east,basic,3906.98,64.1,11,2627.5,238.86363636363637,1.0,0.0,0.0,1.6941884982171527,2627.5,-1.433568924177913,new,in_person
RID-001491,38.0,69048.88,35.5,32.6,6,705.06,469.54,1,1,3,6,partner,north,enterprise,3319.94,32.6,6,705.06,117.50999999999999,0.16666666666666666,0.16666666666666666,0.5,1.5015973080035778,19.860845070422535,-0.8233808941301083,growing,assisted
RID-001795,49.0,52450.26,31.0,28.0,5,332.99,244.04,0,0,3,6,online,west,premium,3534.78,28.0,5,332.99,66.598,0.0,0.0,0.5,1.3644894279626292,10.741612903225807,-0.018579427936628812,growing,digital
RID-000576,35.0,92156.37,15.1,96.0,7,1381.68,904.1,0,0,1,4,agent,north,plus,3503.14,96.0,7,1381.68,197.38285714285715,0.0,0.0,0.25,1.5282380267669506,91.5019867549669,-2.5174778146254333,growing,assisted
RID-000480,50.0,46592.72,31.5,10.7,3,449.69,245.71,0,1,3,6,partner,west,basic,2597.01,10.7,3,449.69,149.89666666666668,0.0,0.3333333333333333,0.5,1.8301656424239956,14.275873015873016,-2.406332425586282,growing,assisted
RID-000465,36.0,60463.74,51.5,17.7,10,1740.91,994.89,0,0,3,6,branch,west,plus,4590.8,17.7,10,1740.91,174.091,0.0,0.0,0.5,1.749851742403683,33.80407766990292,2.1798069845531725,mature,in_person
RID-000227,54.0,69105.05,22.1,18.4,1,320.3,262.79,1,0,2,4,online,west,premium,3569.89,18.4,1,320.3,320.3,0.25,0.0,0.5,1.218843943833479,14.493212669683258,-1.2737429702840264,growing,digital
RID-000232,49.0,63394.98,25.0,109.2,5,1014.88,676.66,2,1,2,4,agent,north,basic,3082.68,109.2,5,1014.88,202.976,0.5,0.2,0.5,1.4998374368220377,40.5952,-3.5782972772786006,growing,assisted
RID-000744,37.0,98208.38,35.6,70.9,6,885.79,623.16,2,0,2,3,online,west,basic,3684.97,70.9,6,885.79,147.63166666666666,0.6666666666666666,0.0,0.6666666666666666,1.4214487451055908,24.881741573033707,0.0471520565941016,growing,digital
RID-001572,20.0,78425.25,63.8,4.3,12,2047.0,1233.54,2,1,5,7,branch,east,plus,5016.11,4.3,12,2047.0,170.58333333333334,0.2857142857142857,0.08333333333333333,0.7142857142857143,1.6594516594516595,32.0846394984326,3.9436639936226907,mature,in_person
RID-000585,31.0,102079.72,32.6,67.3,7,1080.57,868.13,3,0,3,5,partner,north,premium,4533.96,67.3,7,1080.57,154.36714285714285,0.6,0.0,0.6,1.244709893679518,33.1463190184049,0.17226507738067864,growing,assisted
RID-000164,43.0,49530.25,15.6,85.8,6,846.93,748.26,0,1,2,5,branch,north,enterprise,3362.62,85.8,6,846.93,141.155,0.0,0.16666666666666666,0.4,1.131865928955176,54.29038461538461,-2.8620330921984762,growing,in_person
RID-000680,47.0,45760.96,39.0,46.8,5,897.48,479.08,0,1,5,7,online,west,basic,3748.7,46.8,5,897.48,179.496,0.0,0.2,0.7142857142857143,1.873340569424731,23.012307692307694,-0.666200368678966,mature,digital
RID-000800,48.0,19600.57,8.3,47.2,6,1029.26,541.3,0,0,1,3,branch,south,premium,3610.89,47.2,6,1029.26,171.54333333333332,0.0,0.0,0.3333333333333333,1.90145944947349,124.00722891566264,-1.0740588594565883,new,in_person
RID-000267,22.0,46556.17,26.4,39.2,4,1049.53,587.72,0,0,3,6,branch,east,plus,3161.84,39.2,4,1049.53,262.3825,0.0,0.0,0.5,1.785765330429456,39.754924242424245,-0.7162391471537717,growing,in_person
RID-000149,36.0,75700.64,49.5,76.7,10,1382.02,776.7,0,1,3,4,online,north,basic,4182.24,76.7,10,1382.02,138.202,0.0,0.1,0.75,1.7793485258143427,27.91959595959596,1.2232152159629297,mature,digital
RID-001378,29.0,87909.86,6.1,5.9,5,435.68,265.37,0,0,2,4,online,south,plus,2844.6,5.9,5,435.68,87.136,0.0,0.0,0.5,1.64178317066737,71.42295081967214,0.6052074267125978,new,digital
RID-000985,29.0,116933.7,50.3,128.4,9,1510.16,1061.11,1,0,4,5,agent,south,basic,5417.39,128.4,9,1510.16,167.79555555555555,0.2,0.0,0.8,1.423188924805157,30.02306163021869,0.2848380658934133,mature,assisted
RID-000589,35.0,96852.94,41.5,84.3,12,2728.15,1451.66,0,0,4,6,online,south,basic,5590.99,84.3,12,2728.15,227.34583333333333,0.0,0.0,0.6666666666666666,1.879331248363942,65.73855421686747,1.958123019646837,mature,digital
RID-001582,79.0,65612.5,17.3,78.6,5,1224.73,641.2,1,0,2,3,online,east,enterprise,3975.5,78.6,5,1224.73,244.946,0.3333333333333333,0.0,0.6666666666666666,1.9100592638802245,70.7936416184971,-0.5517178892623036,growing,digital
RID-001419,39.0,60852.26,37.6,71.9,2,355.89,255.71,0,0,3,4,online,north,basic,3695.93,71.9,2,355.89,177.945,0.0,0.0,0.75,1.3917719291384771,9.465159574468084,-1.0596636683010363,mature,digital
RID-000307,32.0,72658.84,43.1,16.1,9,1188.38,1027.62,1,1,3,5,online,west,plus,4356.93,16.1,9,1188.38,132.04222222222222,0.2,0.1111111111111111,0.6,1.156439150658804,27.57262180974478,1.6761526071190251,mature,digital
RID-000193,48.0,121493.81,49.5,17.0,8,1144.85,885.61,5,1,3,4,branch,east,premium,5487.2,17.0,8,1144.85,143.10625,1.25,0.125,0.75,1.2927247885638147,23.128282828282828,1.9867472156546158,mature,in_person
RID-000953,42.0,56230.08,39.0,27.0,8,1520.81,764.52,1,0,4,6,agent,west,premium,4010.4,27.0,8,1520.81,190.10125,0.16666666666666666,0.0,0.6666666666666666,1.9892350756029926,38.9951282051282,2.04932295995863,mature,assisted
RID-000310,43.0,80222.76,20.5,24.4,6,1423.54,953.17,0,0,2,3,online,east,basic,4895.28,24.4,6,1423.54,237.25666666666666,0.0,0.0,0.6666666666666666,1.4934796521082283,69.4409756097561,1.3596447598153252,growing,digital
RID-001799,50.0,60651.5,19.5,130.1,11,1603.16,1294.85,1,0,2,5,online,east,basic,3590.91,130.1,11,1603.16,145.7418181818182,0.2,0.0,0.4,1.2381047997837589,82.21333333333334,-1.148271221325454,growing,digital
RID-000064,48.0,93803.37,19.4,154.9,6,1337.68,1064.36,1,0,1,4,agent,north,plus,3289.18,154.9,6,1337.68,222.9466666666667,0.25,0.0,0.25,1.2567928144612728,68.95257731958763,-4.561501016501768,growing,assisted
RID-001649,34.0,59339.12,45.2,52.7,7,1273.56,743.21,1,1,4,7,branch,north,premium,4040.42,52.7,7,1273.56,181.93714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,1.7135937352834325,28.176106194690263,-0.47465055700519737,mature,in_person
RID-001791,42.0,82172.16,31.7,54.1,8,479.36,251.65,2,0,3,5,partner,west,enterprise,3523.55,54.1,8,479.36,59.92,0.4,0.0,0.6,1.9048678720445062,15.121766561514196,0.9263760956610996,growing,assisted
RID-001365,45.0,73876.63,40.7,4.0,6,60.0,51.44,1,2,3,5,online,west,plus,3444.58,4.0,6,60.0,10.0,0.2,0.3333333333333333,0.6,1.166407465007776,1.4742014742014742,-0.5355755973507874,mature,digital
RID-000487,46.0,73580.96,14.2,15.1,6,1009.54,872.7,0,0,1,3,branch,north,enterprise,3714.94,15.1,6,1009.54,168.25666666666666,0.0,0.0,0.3333333333333333,1.1568007333562507,71.0943661971831,-0.16801550949096944,growing,in_person
RID-000753,46.0,54676.32,31.9,62.8,5,657.08,341.5,0,2,5,6,online,west,plus,3100.17,62.8,5,657.08,131.416,0.0,0.4,0.8333333333333334,1.9240995607613471,20.598119122257057,-1.746263436432868,growing,digital
RID-001019,27.0,97652.69,26.0,40.1,5,1142.63,671.97,1,0,2,4,online,south,plus,4637.11,40.1,5,1142.63,228.526,0.25,0.0,0.5,1.7004181734303616,43.947307692307696,-0.3601097872694634,growing,digital
RID-001138,29.0,62221.76,50.8,70.8,12,2003.39,1244.55,1,0,5,6,agent,north,premium,5113.38,70.8,12,2003.39,166.94916666666668,0.16666666666666666,0.0,0.8333333333333334,1.6097304246514805,39.43681102362205,3.2342486932992367,mature,assisted
